id,category,shape,shape_type,triples,lexicalization,prefix
6376,Athlete,(X (X) (X (X))),mixed,"[<S> United Petrotrin F.C. <P> ground <O> Palo Seco, <S> Akeem Adams <P> club <O> Central F.C., <S> Akeem Adams <P> club <O> United Petrotrin F.C.]","""Mae club Akeem Adams yn Central FC ac mae wedi chwarae hefyd ar gyfer United Petrotrin FC sy'n seiliedig yn Palo Seco. """", Mae Akeem Adams a fydd yn club Central F.C. yn aelod o'r club United Petrotrin F.C. sydd â'r Palo Seco fel eu maes. """", Mae Akeem Adams wedi chwarae ar gyfer Central FC a United Petrotrin FC, y mae'r olaf ohonynt yn chwarae yn Palo Seco. """,Welsh
10205,MeanOfTransportation,(X (X) (X) (X) (X)),sibling,"[<S> Audi A1 <P> engine <O> 1.2 (litres), <S> Audi A1 <P> transmission <O> ""5-speed manual"", <S> Audi A1 <P> assembly <O> ""Brussels, Belgium"", <S> Audi A1 <P> bodyStyle <O> Hatchback]","""Mae'r Audi A1 yn cael ei gynllunio fel y casgliad y casgliad a'i gynllunio ar gyfer y cylch, ac mae'n cael ei gynllunio fel y bydd y cylch wedi'i gynllunio'n cael ei gynllunio'n gynhwysol.",Welsh
12008,City,(X (X (X)) (X (X) (X))),mixed,"[<S> Washtenaw County, Michigan <P> country <O> United States, <S> Michigan <P> language <O> English language, <S> Ann Arbor, Michigan <P> isPartOf <O> Washtenaw County, Michigan, <S> Michigan <P> capital <O> Lansing, Michigan, <S> Ann Arbor, Michigan <P> isPartOf <O> Michigan]","""Mae Ann Arbor yn rhan o Sir Washtenaw yn yr Unol Daleithiau. Mae'n lleoli yn Michigan sy'n cael ei brifddinas yn Lansing ac yn defnyddio'r iaith Saesneg. """", Anglais yn cael ei siarad yn Michigan, yn yr Unol Daleithiau. Ann Arbor, yw rhan o Sir Washtenaw, yn Michigan, y prifddinas sydd yn Lansing. ""Ann Arbor yw rhan o Sir Washtenaw, Michigan, yr Unol Daleithiau. Lansing yw prifddinas y wladwriaeth ac y iaith a siaradir yn Saesneg"".",Welsh
5567,University,(X (X (X) (X) (X) (X) (X) (X))),mixed,"[<S> Romania <P> ethnicGroup <O> Germans of Romania, <S> Romania <P> leader <O> Klaus Iohannis, <S> Romania <P> leaderTitle <O> Prime Minister of Romania, <S> Romania <P> patronSaint <O> Andrew the Apostle, <S> Romania <P> capital <O> Bucharest, <S> 1 Decembrie 1918 University <P> country <O> Romania, <S> Romania <P> anthem <O> Deșteaptă-te, române!]","""Mae Rumainia, prifddinas Bucharest, yn wlad grŵp ethnig, mae Almaenwyr Rumainia a mae gan y hymn cenedlaethol o'r enw ""Desteapta-te romane!"". Mae'r gwarchodwr Rumainia yn Andrei Perвозванный a'r arweinydd presennol - Prif Weinidog Klaus Johannis. Mae'r wlad yn lle lleoli y Brifysgol  1 Rhagfyr 1918.",Welsh
2582,Politician,(X (X)),,[<S> Alvah Sabin <P> region <O> Vermont's 3rd congressional district],"""Alvah Sabin cynrychioli'r 3rd Congressional District Vermont"".",Welsh
1985,Food,(X (X)),,[<S> Mondelez International <P> foundationPlace <O> Chicago],"""Gwaredwyd y Mondelez Rhyngwladol yn Chicago"".",Welsh
11948,City,(X (X) (X (X) (X) (X))),mixed,"[<S> United States <P> demonym <O> Americans, <S> United States <P> capital <O> Washington, D.C., <S> Akron, Ohio <P> country <O> United States, <S> United States <P> ethnicGroup <O> African Americans, <S> Akron, Ohio <P> isPartOf <O> Summit County, Ohio]","""Mae America a'r America Affricaidd yn bobl o'r Unol Daleithiau. Mae lleoliad Akron, Summit County, Ohio hefyd yn yr Unol Daleithiau sy'n cael ei brifddinas fel Washington, DC. """,Welsh
2046,Food,(X (X) (X)),sibling,"[<S> Beef kway teow <P> ingredient <O> Oyster sauce, <S> Beef kway teow <P> country <O> ""Singapore and Indonesia""]","""Mae'r saws yn cael ei ddefnyddio fel cynhwysion yn y llall gyda'r goffi, a gynhaliwyd yn Singapore a'r Indonesia.",Welsh
4678,Astronaut,(X (X) (X) (X (X) (X))),mixed,"[<S> Buzz Aldrin <P> mission <O> Apollo 11, <S> Buzz Aldrin <P> occupation <O> Fighter pilot, <S> Buzz Aldrin <P> almaMater <O> ""Massachusetts Institute of Technology, Sc.D. 1963"", <S> Apollo 11 <P> backup pilot <O> William Anders, <S> Apollo 11 <P> operator <O> NASA]","""Mae Baz Oldryn wedi disgrifio yn y Massachusetts Institute of Technology gyda gradd Dyddoniaeth Technikaidd yn 1963 a daeth yn flychydd-dyddyfydd NASA yn dilyn hynny.",Welsh
5248,Politician,(X (X (X))),chain,"[<S> Nigerian Air Force <P> commander <O> Sadique Abubakar, <S> Abdulsalami Abubakar <P> militaryBranch <O> Nigerian Air Force]","""Mae Sadique Abubakar yn gorchymynwr yn y Lluoedd awyr Nigeria, y bu Abdulsalami Abubakar yn aelod ohono. """", Gwasanaethodd Abdulsalami Abubakar yn y Lluoedd awyr Nigeria a oedd yn cael ei orchymyn gan Sadique Abubakar. """", Roedd Abdulsalami Abubakar yn y Lluoedd awyr Nigeria; lle mae Sadique Abubakar yn y gorchymynwr. """,Welsh
725,Athlete,(X (X)),,[<S> Akeem Ayers <P> formerTeam <O> Los Angeles Rams],"""Roedd tîm blaenorol Akeem Ayers yn Los Angeles Rams. "" ""Mae tîm blaenorol Akeem Ayers yn Los Angeles Rams. "" ""Roedd Akeem Ayers yn chwarae ar gyfer Los Angeles Rams. """,Welsh
2066,MeanOfTransportation,(X (X)),,[<S> AIDAluna <P> owner <O> AIDA Cruises],"""Mae AIDA Cruises yn berchen AIDAluna. """,Welsh
10448,Politician,(X (X) (X) (X) (X)),sibling,"[<S> Airey Neave <P> battle <O> Battle of France, <S> Airey Neave <P> birthPlace <O> Knightsbridge, <S> Airey Neave <P> activeYearsStartDate <O> 1953-06-30, <S> Airey Neave <P> activeYearsEndDate <O> 1979-03-30]","""Born in Knightsbridge, Airey Neave; dechreuodd ei gyrfa ar 30ain Mehefin 1953, ymladd yn y Rhyfel o Ffrainc, a chrymodd ei gyrfa ar 30ain Mawrth 1979."", ""Born in Knightsbridge, Airey Neave, a dechreuodd ei gyrfa ar 30ain Mehefin 1953.",Welsh
7038,Company,(X (X) (X) (X)),sibling,"[<S> GMA New Media <P> foundingDate <O> 2000-01-01, <S> GMA New Media <P> industry <O> Mass Media, <S> GMA New Media <P> keyPerson <O> Felipe Gozon]","""Mae Felipe Gozon yn berson allweddol y cwmni cyfryngau mawr GMA New Media, a sefydlwyd ar 01/01/2000. "" ""GMA New Media a sefydlwyd ar 1 Ionawr 2000 yw diwydiant cyfryngau mawr y mae'r prif berson yn Felipe Gozon. """,Welsh
12322,MeanOfTransportation,(X (X) (X (X) (X) (X))),mixed,"[<S> Aleksey Chirikov (icebreaker) <P> builder <O> Finland, <S> Finland <P> demonym <O> Finns, <S> Finland <P> language <O> Sami languages, <S> Finland <P> leader <O> Juha Sipilä, <S> Aleksey Chirikov (icebreaker) <P> builder <O> Helsinki]","""Gwelir y chwarwarter o'r is Alexey Chirikov yn Helsinki, Ffinlandia. Gwirir ieithoedd Sami yn Ffinlandia, lle mae'r demonym yn Ffiniaid a Juha Sipila yw arweinydd. """", Ffinlandia yw gartref i'r Ffiniaid, lle mae ieithoedd Sami yn cael eu siarad. Mae arweinydd Ffinlandia yn Juha Sipila a'r chwarter o'r is Alexey Chirikov wedi'i adeiladu yno yn Helsinki. """"Gwirir y ch",Welsh
3166,Monument,(X (X) (X) (X)),sibling,"[<S> Baku Turkish Martyrs' Memorial <P> dedicatedTo <O> ""Ottoman Army soldiers killed in the Battle of Baku"", <S> Baku Turkish Martyrs' Memorial <P> designer <O> ""Hüseyin Bütüner and Hilmi Güner"", <S> Baku Turkish Martyrs' Memorial <P> material <O> ""Red granite and white marble""]","""Hussein Bütüner a Hилми Güner wedi dylunio cofndir cofndir i'r milwyr Twrci o'r Grânedd Gwyn a'r Marmor Gwyn. Mae'n dedysgedig i milwyr y Lluoedd Osmanol a marwyd yn ymladd dros Baku.",Welsh
9338,CelestialBody,(X (X (X) (X) (X))),mixed,"[<S> 1036 Ganymed <P> discoverer <O> Walter Baade, <S> Walter Baade <P> doctoralStudent <O> Halton Arp, <S> Walter Baade <P> deathPlace <O> Göttingen, <S> Walter Baade <P> almaMater <O> University of Göttingen]","""Dysgynnodd Walter Baade i'r Brifysgol i'w gweld yn y Göttingen, a'i phrifysgol oedd Halton Arp. """,Welsh
1297,CelestialBody,(X (X)),,[<S> 10 Hygiea <P> escapeVelocity <O> 0.21 (kilometrePerSeconds)],"""10 Hygiea mae gan gyflymder gwared o 0.21 km y second."", ""10 Hygiea mae gan gyflymder gwared o 0.21 km y second."", ""Mae cyflymder gwared o 10 Hygiea yn 0.21 km y second"".",Welsh
12379,MeanOfTransportation,(X (X) (X) (X) (X) (X)),sibling,"[<S> Atlas II <P> launchSite <O> Cape Canaveral Air Force Station, <S> Atlas II <P> countryOrigin <O> United States, <S> Atlas II <P> finalFlight <O> 1998-03-16, <S> Atlas II <P> diameter <O> 3.04 m, <S> Atlas II <P> launchSite <O> Spaceport Florida Launch Complex 36]","""Cynnywyd y Atlas II Americanaidd sydd â 3.04 m o dramor yn olaf o'r Spaceport Florida Launch Complex 36 yn yr Orsaf Orfodol awyr Cape Canaveral ar 16 Mawrth, 1998."" ""Mae'r Atlas II Americanaidd yn 3.04 m o amgylch a anfonwyd o'r Cape Canaveral Air Force Station a'r Spaceport Florida Launch Complex 36.",Welsh
529,Building,(X (X)),,"[<S> Marriott International <P> location <O> Bethesda, Maryland]","""Mae Marriott International yn seiliedig yn Bethesde, stat Maryland. """", Mae Marriott International yn siti Bethesda, stat Maryland. """", Mae Marriott International yn Bethesde, stat Maryland. """,Welsh
8139,University,(X (X) (X (X))),mixed,"[<S> Mendrisio <P> neighboringMunicipality <O> Meride, <S> Accademia di Architettura di Mendrisio <P> established <O> 1996, <S> Accademia di Architettura di Mendrisio <P> city <O> Mendrisio]","""Gwarerwyd Academia di Architettura di Mendrisio yn 1996. ""Gwarerwyd Academia di Architettura di Mendrisio yn 1996. ""Gwarerwyd Academia di Architettura di Mendrisio yn 1996. ""Gwarerwyd Academia di Architettura di Mendrisio yn 1996.",Welsh
849,Athlete,(X (X)),,[<S> Boston Bruins <P> city <O> Boston],"""Mae'r Boston Bruins yn o Boston. "" ""Mae'r Boston Bruins yn seiliedig yn Boston. "" ""Mae'r Boston Bruins yn seiliedig yn y ddinas o Boston. """,Welsh
205,Airport,(X (X)),,[<S> Belgium <P> officialLanguage <O> German language],"""Mae iaith Gymraeg yn iaith Gymraeg"", ""Mae iaith Gymraeg yn iaith Gymraeg"".",Welsh
2094,MeanOfTransportation,(X (X)),,"[<S> AMC Matador <P> alternativeName <O> ""VAM Classic""]","""Mae'r enw arall ar gyfer AMC Matador yn VAM Classic. """", Mae gan AMC Matador yr enw arall y VAM Classic. "", ""Mae'r enw arall ar gyfer AMC Matador yn VAM Classic. """,Welsh
7126,Food,(X (X) (X) (X)),sibling,"[<S> Arrabbiata sauce <P> dishVariation <O> Oregano, <S> Arrabbiata sauce <P> ingredient <O> Garlic, <S> Arrabbiata sauce <P> country <O> Italy]","""Mae garwn yn gynhwysyn yn y saws Arrabbiata (a ddarperir yn yr Eidal), a all hefyd gael oregano yn ei ychwanegu ato. "" ""Mae saws Arrabbiata, a wneir gyda oregano a garwn, yn o'r Eidal. "" ""Mae'r saws arrabbiata Eidal yn cynnwys garwn ynddo, gellir ychwanegu oregano hefyd"".",Welsh
10123,MeanOfTransportation,(X (X) (X) (X (X))),mixed,"[<S> Acura TLX <P> manufacturer <O> Honda, <S> Honda <P> division <O> Acura, <S> Acura TLX <P> engine <O> Honda J engine, <S> Acura TLX <P> relatedMeanOfTransportation <O> Honda Accord]","""Mae Honda yn gwneud y model Acura TLX (a gymharir â'r Honda Accord) sy'n cynnwys Motor J Honda. Mae adran Honda yn Acura. ""Acura yw adran Honda, y cwmni sy'n gwneud Acura TLX. Mae'r cerbyd yn gysylltiedig â'r Honda Accord ac mae gan Honda J ennydd. """,Welsh
2742,CelestialBody,(X (X (X) (X))),mixed,"[<S> 101 Helena <P> discoverer <O> James Craig Watson, <S> James Craig Watson <P> deathPlace <O> Madison, Wisconsin, <S> James Craig Watson <P> deathCause <O> Peritonitis]","""Defynodd James Craig Watson (101) Elena. Bu farw yn Madison o peritonitis. """,Welsh
11476,Athlete,(X (X (X)) (X (X) (X))),mixed,"[<S> Adam McQuaid <P> draftTeam <O> Columbus Blue Jackets, <S> Columbus Blue Jackets <P> generalManager <O> Jarmo Kekäläinen, <S> Columbus Blue Jackets <P> city <O> Columbus, Ohio, <S> Adam McQuaid <P> club <O> Boston Bruins, <S> Boston Bruins <P> city <O> Boston]","""Mae Adam McQuaid yn chwarae ar gyfer Boston Bruins sy'n seiliedig ar Boston a gafodd ei drefnu gan Columbus Blue Jackets (Columbus, Ohio). Mae Jarmo Kekalainen yn rheoli'r Blau Jackets.",Welsh
957,Building,(X (X)),,[<S> 200 Public Square <P> location <O> Cleveland],"""200 Plaid Cyhoeddus yn Cleveland. ""200 Plaid Cyhoeddus yn Cleveland. """,Welsh
2747,SportsTeam,(X (X)),,"[<S> ACF Fiorentina <P> fullName <O> ""ACF Fiorentina S.p.A.""]","""Mae enw llawn ACF Fiorentina yn ""ACF Fiorentina S.p.A""., ""Mae enw llawn ACF Fiorentina yn ACF Fiorentina S.p.A""., ""Mae enw llawn ACF Fiorentina yn ACF Fiorentina S.p.A"".",Welsh
5086,Food,(X (X) (X) (X) (X) (X)),sibling,"[<S> Bionico <P> country <O> Mexico, <S> Bionico <P> course <O> Dessert, <S> Bionico <P> mainIngredient <O> ""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins"", <S> Bionico <P> region <O> Jalisco, <S> Bionico <P> ingredient <O> Sour cream]","""Frydau wedi'u torri, smetain, llaeth wedi'u torri, granola, strog cocos a'r ysbyty - prif gynhwysion yn Bionic.",Welsh
2420,Politician,(X (X)),,[<S> Abel Caballero <P> nationality <O> Spain],"""Mae Abel Caballero yn Sbaen"", ""Mae Abel Caballero yn ddinasydd Sbaen"", ""Mae Abel Caballero yn o Sbaen"".",Welsh
1810,Food,(X (X)),,[<S> Asam pedas <P> region <O> Malay Peninsula],"""Mae pedas Asam yn fwyd a ddarperir yn Peninsul Malay. "" ""Mae pedas Asam yn dod o ran y rhanbarth Peninsul Malay. "" ""Mae pedas Asam yn dod o'r Peninsul Malay. """,Welsh
5102,Food,(X (X (X)) (X (X) (X))),mixed,"[<S> Catalonia <P> leader <O> Carles Puigdemont, <S> Arròs negre <P> country <O> Spain, <S> Spain <P> ethnicGroup <O> Spaniards, <S> Spain <P> leader <O> Felipe VI of Spain, <S> Arròs negre <P> region <O> Catalonia]","""Philipp VI - arweinydd yr Espania, prif grŵp ethnig y mae'r Ispaniaid yn ei wneud. Arroz negre - bwyd traddodiadol o'r rhanbarth Catalonia yn Espania, a'r arweinydd yw Carlos Puchdemon. """,Welsh
10152,MeanOfTransportation,(X (X) (X) (X) (X)),sibling,"[<S> Alhambra <P> shipBeam <O> 8.3 m, <S> Alhambra <P> length <O> 63800.0 (millimetres), <S> Alhambra <P> status <O> ""Wrecked"", <S> Alhambra <P> topSpeed <O> 18.52]","""Mae'r llong Alhambra wedi'i ddistrug yn y Alhambra. Roedd ganddo beam llong o 8.3m, ddirwedd o 63800.0 millimetres a chyflymder uchaf o 18.52 km/h"", ""Mae'r llong Alhambra wedi'i ddistrug yn 18.52 km/h, beam llong o 8.3m ac yn 63800.0 mm"", ""Roedd y Alhambra, a ddistrugodd, yn cael beam llong o 8.3m, cyflymder uchaf o 18.",Welsh
9861,Food,(X (X) (X) (X) (X)),sibling,"[<S> Bakso <P> region <O> Indonesia, <S> Bakso <P> mainIngredient <O> ""Ground beef, tapioca, noodle, rice vermicelli, beef broth, kailan, celery, salted vegetables, fried shallots"", <S> Bakso <P> country <O> Chinese cuisine, <S> Bakso <P> ingredient <O> Celery]","""Mae bakso yn ddŵr o gegin Tsieineaidd a ddarperir yn Indonesia ac mae'n cynnwys cynhwysion cig, tapioca, noodl, vermicelli rys, broth cig, kailan, celery, gwyrdd llawr, a shalota ffrygiedig"".",Welsh
3402,Artist,(X (X) (X)),sibling,"[<S> Aaron Deer <P> genre <O> Psychedelia, <S> Aaron Deer <P> instrument <O> Keyboard instrument]","""Mae gener Aaron Deer yn Psychedelia ac fe chwaraeodd y tastatur. "" ""Aaron Deer chwaraeodd y tastatur ac yn perfformio cerddoriaeth psychedelia. """,Welsh
4811,MeanOfTransportation,(X (X) (X)),sibling,"[<S> ALCO RS-3 <P> builder <O> Montreal Locomotive Works, <S> ALCO RS-3 <P> engine <O> V12 engine]","""Mae'r Montreal Locomotive Works yn adeiladu'r ALCO RS-3 sydd â thrawswr V12."", ""Roedd y ALCO RS-3 wedi'i adeiladu gan y Montreal Locomotive Works ac mae ganddo y motor V12."", ""Mae'r ALCO RS-3 wedi'i wneud gan y Montreal Locomotive Works"".",Welsh
11111,Airport,(X (X (X)) (X (X) (X))),mixed,"[<S> Atlantic City International Airport <P> cityServed <O> Atlantic City, New Jersey, <S> Atlantic City, New Jersey <P> country <O> United States, <S> Egg Harbor Township, New Jersey <P> isPartOf <O> New Jersey, <S> Atlantic City International Airport <P> location <O> Egg Harbor Township, New Jersey, <S> Atlantic City, New Jersey <P> leader <O> Don Guardian]","""Mae Aerfoad Rhyngwladol Atlantic City yn gwasanaethu Atlantic City, yr Unol Daleithiau a'i arweinir gan Don Guardian. Mae'n lleoli yn Egg Harbor Township, New Jersey. """,Welsh
8816,Artist,(X (X) (X (X) (X))),mixed,"[<S> London <P> governingBody <O> Greater London Authority, <S> Alfred Garth Jones <P> deathPlace <O> Sidcup, <S> Alfred Garth Jones <P> deathPlace <O> London, <S> London <P> leader <O> Boris Johnson]","""Mae Alfred Garth Jones wedi marw yn Sidcup, yn Llundain, a'i arweinir gan Boris Johnson ac a'i llywodraethu gan Awdurdod Llundain Mawr. "" ""Mae Alfred Garth Jones wedi marw yn Sidcup, Llundain lle mae Boris Johnson yn arweinydd ac mae'n cael ei llywodraethu gan Awdurdod Llundain Mawr. "" ""Mae Alfred Garth Jones wedi marw yn Sidcup, Llundain, a'i arweinir gan Boris Johnson ac a'i llywodraethu gan Awdurdod Llundain Mawr. """,Welsh
7825,Politician,(X (X) (X (X))),mixed,"[<S> Albert Jennings Fountain <P> birthPlace <O> New York City, <S> Albert Jennings Fountain <P> deathPlace <O> United States, <S> United States <P> ethnicGroup <O> African Americans]","""Mae Americaid Affricanaidd yn grŵp ethnig yn yr Unol Daleithiau lle cafodd Albert Jennings Fountain ei eni yn Dinas Efrog Newydd ac a fu farw yn y wlad. """", Albert Jennings Fountain cafodd ei eni yn Dinas Efrog Newydd ac a fu farw yn yr Unol Daleithiau lle mae Americaid Affricanaidd yn grŵp ethnig. """", Albert Jennings Fountain cafodd ei eni yn Dinas Efrog Newydd, Unol Daleithiau (home to African Americans). """,Welsh
4576,Food,(X (X) (X)),sibling,"[<S> Ayam penyet <P> region <O> Malaysia, <S> Ayam penyet <P> ingredient <O> Fried chicken]","""Mae'r poen ffrygiedig yn un o gynhwysion yn y ddŵr 'Ayam Penyet' sy'n dod o Malaysia. """,Welsh
4326,City,(X (X (X))),chain,"[<S> United States <P> language <O> English language, <S> Albany, Georgia <P> country <O> United States]","""Mae Albany, Georgia yn yr Unol Daleithiau sy'n defnyddio'r iaith Saesneg. """", Mae'r Unol Daleithiau yn defnyddio'r iaith Saesneg ac mae'n lle y byddwch yn dod o hyd i Albany, Georgia. """", Albany, Georgia yn y Unol Daleithiau lle mae Saesneg yn un o'r ieithoedd a ddywedir"".",Welsh
5903,Artist,(X (X) (X) (X)),sibling,"[<S> Ace Wilder <P> background <O> ""solo singer"", <S> Ace Wilder <P> occupation <O> Singing, <S> Ace Wilder <P> birthPlace <O> Stockholm]","""Ganodd yr awyr solos Ace Wilder yn Stockholm yn yr Alban. "" ""Ganodd Ace Wilder yn Stockholm ac mae ei swydd yn awyr solos. """,Welsh
7467,MeanOfTransportation,(X (X) (X) (X)),sibling,"[<S> AMC Matador <P> alternativeName <O> ""VAM Classic"", <S> AMC Matador <P> assembly <O> Thames, New Zealand, <S> AMC Matador <P> engine <O> AMC V8 engine]","""Mae'r AMC Matador yn cael ei gynllunio yn Thames, Seland Newydd, mae ganddo enyn AMC V8, a'i enw arall VAM Classic."", ""Mae'r AMC Matador, a elwir hefyd yn VAM Classic, wedi'i gynllunio yn Thames, Seland Newydd ac mae'n cael ei gynllunio gyda enyn AMC V8.",Welsh
1964,Food,(X (X)),,[<S> Italy <P> leader <O> Laura Boldrini],"""Mae arweinydd yr Eidal yn Laura Boldrini"", ""Mae Laura Boldrini yn arweinydd allweddol yn yr Eidal"", ""Mae arweinydd yr Eidal yn Laura Boldrini"".",Welsh
3179,WrittenWork,(X (X)),,[<S> United Kingdom <P> demonym <O> British people],"""Mae pobl Prydain yn byw yn y Deyrnas Unedig. "" ""Mae'r Deyrnas Unedig wedi'i boblu gan bobl Prydain. "" ""Mae pobl Prydain yn byw yn y Deyrnas Unedig. """,Welsh
7809,Politician,(X (X) (X) (X)),sibling,"[<S> Albert B. White <P> birthYear <O> 1856, <S> Albert B. White <P> birthDate <O> 1856-09-22, <S> Albert B. White <P> deathDate <O> 1941-07-03]","""Cerwyd Albert B. White ar 22 Medi 1856 a bu farw ar 3 Gorffennaf 1941.",Welsh
12309,MeanOfTransportation,(X (X) (X) (X) (X) (X)),sibling,"[<S> ALCO RS-3 <P> length <O> 17068.8 (millimetres), <S> ALCO RS-3 <P> builder <O> Montreal Locomotive Works, <S> ALCO RS-3 <P> cylinderCount <O> 12, <S> ALCO RS-3 <P> buildDate <O> ""May 1950 - August 1956"", <S> ALCO RS-3 <P> engine <O> Four-stroke engine]","""Mae'r ALCO RS-3 wedi'i adeiladu gan y Montreal Locomotive Works ac fe'i cynhyrchwyd rhwng Mai 1950 a Awst 1956. Mae ganddo 12 silinderrs, enyn pedwar traws a hyd o 17068.8 mm. """,Welsh
786,Athlete,(X (X)),,[<S> Aleksandr Chumakov <P> birthPlace <O> Moscow],"""Cynwyd Aleksandr Chumakov yn Moscwy. "" ""Cynwyd Alexandr Chumakov yn Moscwy. "" ""Cynwyd Aleksandr Chumakov yn Moscwy, Rwsia. """,Welsh
2182,MeanOfTransportation,(X (X)),,"[<S> American Locomotive Company <P> foundationPlace <O> Schenectady, New York]","""Gyrnwyd y cwmni locomotive America yn Schenectady, New York. "" ""Mae lleoliad sylfaen y cwmni locomotive America yn Schenectady, New York. """,Welsh
30,Airport,(X (X)),,[<S> Adirondack Regional Airport <P> runwayLength <O> 1219.0],"""Mae cyfanswm y llinell hedfan-drosedd awyr ardal Abertawe yn 1219"", ""Mae llinell hedfan-drosedd awyr ardal Abertawe yn 1219,0.""",Welsh
9346,CelestialBody,(X (X (X) (X) (X))),mixed,"[<S> 103 Hera <P> discoverer <O> James Craig Watson, <S> James Craig Watson <P> almaMater <O> University of Michigan, <S> James Craig Watson <P> stateOfOrigin <O> Canada, <S> James Craig Watson <P> deathPlace <O> Madison, Wisconsin]","""Dysgynnodd James Craig Watson 103 Hera a'i Alma mater oedd Prifysgol Michigan. Mae'n wreiddiol o Canada ac a fu farw yn Madison, Wisconsin. """,Welsh
4944,Food,(X (X) (X (X) (X) (X))),mixed,"[<S> Arem-arem <P> country <O> Indonesia, <S> Indonesia <P> leader <O> Joko Widodo, <S> Indonesia <P> leaderName <O> Jusuf Kalla, <S> Arem-arem <P> region <O> Javanese cuisine, <S> Indonesia <P> language <O> Indonesian language]","""Arem-arem, bwyd Jawân, o'r wlad o Indonesia, lle mae Saesneg yn iaith siaradedig. Mae dau o arweinwyr Indonesia - Joco Vidodo a Yusuf Kalla. """,Welsh
11249,Artist,(X (X) (X (X) (X) (X))),mixed,"[<S> Alex Day <P> genre <O> Synthpop, <S> Synthpop <P> stylisticOrigin <O> Pop music, <S> Synthpop <P> derivative <O> House music, <S> Alex Day <P> background <O> ""solo singer"", <S> Synthpop <P> stylisticOrigin <O> Disco]","""Mae Alex Day yn seinnogwr solo, sy'n perfformio cerddoriaeth Synthpop, ffurf cerddoriaeth pop. Mae'r genre cerddoriaeth hon yn dderiwatif o gerddoriaeth house a cerddoriaeth disco. """",Alex Day, seinnogwr solo, yn perfformio cerddoriaeth Synthpop sy'n fath o gerddoriaeth House ac wedi'i leoli o gerddoriaeth Disco a cerddoriaeth pop. ""Alex day yw seinnogwr Synthpop. Mae Synthpop wedi'i leoli mewn cerddoriaeth disco, house a pop"".",Welsh
4986,Food,(X (X) (X) (X) (X) (X)),sibling,"[<S> Bacon Explosion <P> country <O> United States, <S> Bacon Explosion <P> mainIngredient <O> ""Bacon,sausage"", <S> Bacon Explosion <P> ingredient <O> Sausage, <S> Bacon Explosion <P> region <O> Kansas City metropolitan area, <S> Bacon Explosion <P> mainIngredient <O> Bacon]","""Bebon y mae'n codi yn y ddinas"", ""Bebon y mae'n codi yn y ddinas"", ""Bebon y mae'n codi yn y ddinas yn yr Unol Daleithiau.",Welsh
9268,Building,(X (X (X) (X) (X))),mixed,"[<S> Republic of Ireland <P> language <O> English language, <S> Adare Manor <P> country <O> Republic of Ireland, <S> Republic of Ireland <P> leader <O> Enda Kenny, <S> Republic of Ireland <P> currency <O> Euro]","""Mae Adare Manor yn cael ei leoli yn Awyrddon, lle mae'r arweinydd yn Enda Kenny, y arian cyfred yw'r Euro a'r Saesneg yw'r prif iaith. """",Adare Manor yn cael ei leoli yn Awyrddon, a'i arweinydd yw Enda Kenny, mae'n defnyddio'r Euro, ac yn siarad Saesneg. """", Yn Awyrddon yr Awyrddon y mae'r arian cyfred yn y euro, y iaith yn y Saesneg, a'r arweinydd yw Enda Kenny. Mae'n lleoli",Welsh
4887,MeanOfTransportation,(X (X) (X)),sibling,"[<S> Alvis Speed 25 <P> engine <O> ""Petrol"", <S> Alvis Speed 25 <P> transmission <O> ""single plate clutch, separate 4-speed gearbox all-silent and all-syncromesh, centre change lever, open tubular propellor shaft with metal joints , spiral bevel fully floating back axle""]","""Mae gan Alvis Speed 25 enedyn bensiwn a thrawsnewid yn hynod wych a'i bobolwyd fel ""clutch plaid un, gearbox 4 cyflymder ar wahân - syth a sychromedig, ganniad newid canol, asf y pwlltubiol tublog agored gyda chysylltiadau metel, ar-afel y gwisgo ar-afel sy'n llwyr fflogio"", ""Mae gan Alvis Speed 25 enedyn bensiwn a'i system drosiwn yn cynnwys clutch pla",Welsh
13008,University,(X (X) (X) (X) (X) (X (X))),mixed,"[<S> Acharya Institute of Technology <P> president <O> ""B.M. Reddy"", <S> Visvesvaraya Technological University <P> city <O> Belgaum, <S> Acharya Institute of Technology <P> established <O> 2000, <S> Acharya Institute of Technology <P> country <O> ""India"", <S> Acharya Institute of Technology <P> campus <O> ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."", <S> Acharya Institute of Technology <P> affiliation <O> Visvesvaraya Technological University]","""Dyrngwyd y Sefydliad Technoleg Acharya yn Soldevanahalli, Sefydliad Technoleg Acharya Dr Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090, India yn 2000.",Welsh
1510,Astronaut,(X (X) (X)),sibling,"[<S> Elliot See <P> deathPlace <O> St. Louis, <S> Elliot See <P> selectedByNasa <O> 1962]","""Eliot Si, a oedd yn gweithio yn NASA ers 1962, a fu farw yn St. Louis. """,Welsh
