id,category,shape,shape_type,triples,lexicalization,prefix
12455,Monument,(X (X) (X) (X) (X (X))),mixed,"[<S> Atatürk Monument (İzmir) <P> designer <O> Pietro Canonica, <S> Turkey <P> capital <O> Ankara, <S> Atatürk Monument (İzmir) <P> material <O> ""Bronze"", <S> Atatürk Monument (İzmir) <P> inaugurationDate <O> ""1932-07-27"", <S> Atatürk Monument (İzmir) <P> location <O> Turkey]","""Il-monument tal-Ataturk tal-bronzu f'Izmir ġie ddisinjat minn Pietro Canonica u ġie inaugurat fit-Turkija, fejn il-kapitali hija Ankara, fis-27 ta' Lulju 1932."", ""Il-Monument tal-Ataturk fit-Turkija ġie ddisinjat f'bronzu minn Pietro Canonica, Iniżagjat fis-27 ta' Lulju 1932. Il-belt kapitali tat-Turkija hija Ankara.",Maltese
5160,Politician,(X (X) (X)),sibling,"[<S> Albert Jennings Fountain <P> birthPlace <O> New York, <S> Albert Jennings Fountain <P> birthPlace <O> Staten Island]","""Albert Jennings Fountain twieled f'Staten Island, New York. ""Albert Jennings Fountain twieled f'Staten Island, New York"".",Maltese
12470,Monument,(X (X) (X (X) (X) (X))),mixed,"[<S> Dead Man's Plack <P> location <O> England, <S> England <P> ethnicGroup <O> British Arabs, <S> England <P> capital <O> London, <S> England <P> religion <O> Church of England, <S> Dead Man's Plack <P> material <O> Rock (geology)]","""L-Arabi Britanniċi huma wieħed mill-gruppi etni li jinstabu fl-Ingilterra, li għandha l-belt kapitali ta 'Londra. Ingilterra hija l-post tal-monument tal-għadam magħruf bħala Plack tal-Mut, u fejn ir-reliġjon prinċipali hija l-Knisja ta' Ingilterra. """,Maltese
2524,Building,(X (X (X (X)))),chain,"[<S> 103 Colmore Row <P> architect <O> John Madin, <S> John Madin <P> birthPlace <O> Birmingham, <S> Birmingham <P> leader <O> John Clancy (Labour politician)]","""John Klancy - politiku-lejborista, li qed iġġenerar Birmingham, fejn twieled l-arkitettur John Madin, li ppjanat il-Kolmore-row 103."", ""John Klancy - mexxej ta' Birmingham, fejn twieled John Madin, disejner tal-Kolmore-row 103."", ""Politik-lejborista John Klancy - mexxej ta' Birmingham.",Maltese
5240,University,(X (X) (X) (X) (X) (X)),sibling,"[<S> Acharya Institute of Technology <P> president <O> ""B.M. Reddy"", <S> Acharya Institute of Technology <P> city <O> Bangalore, <S> Acharya Institute of Technology <P> director <O> ""Dr. G. P. Prabhukumar"", <S> Acharya Institute of Technology <P> established <O> 2000, <S> Acharya Institute of Technology <P> country <O> ""India""]","""L-Istitut Teknoloġiku ta' Ačarya f'Bangalore, l-Indja, ġie stabbilit fl-2000. Id-direttur tiegħu huwa d-dott G.P. Prabkhkumar, u l-president tiegħu huwa B.M. Reddy. """,Maltese
1253,SportsTeam,(X (X)),,[<S> Peter Stöger <P> club <O> FC Admira Wacker Mödling],"""Klub Peter Szťöger - é FK Admiral Wakker Mödling. "", ""Peter Szťöger huwa l-attur Admiral Wakker Mödling. "", ""Peter Szťöger jilgħab għall Admiral Wakker Mödling. """,Maltese
11726,CelestialBody,(X (X (X) (X) (X) (X))),mixed,"[<S> 1036 Ganymed <P> discoverer <O> Walter Baade, <S> Walter Baade <P> doctoralStudent <O> Halton Arp, <S> Walter Baade <P> birthPlace <O> Preußisch Oldendorf, <S> Walter Baade <P> deathPlace <O> West Germany, <S> Walter Baade <P> almaMater <O> University of Göttingen]","""Walter Baade, li kellu student ta' dottorat jismu Halton Arp, skopra 1036 Ganymed. Huwa twieled f'Preussisch Oldendorf, gradwa l-Università ta' Gottingen u aktar tard miet fil-Ġermanja tal-Punent. """,Maltese
404,Building,(X (X)),,[<S> Addis Ababa City Hall <P> location <O> Addis Ababa],"""Ratuša Addis-Abebi tinsab f'Addis-Abebe"".",Maltese
9646,ComicsCharacter,(X (X) (X) (X (X))),mixed,"[<S> Jerry Ordway <P> nationality <O> Americans, <S> Bibbo Bibbowski <P> fullName <O> ""Bo Bibbowski"", <S> Bibbo Bibbowski <P> creator <O> Jerry Ordway, <S> Bibbo Bibbowski <P> creator <O> Marv Wolfman]","""Bibbo Bibbowski huwa l-isem sħiħ ta' Bo Bibbowski maħluq minn Marv Wolfman u l-Amerikan, Jerry Ordway."", ""Bo (ismija sħiħa Bibbo) Bibbowski ġie maħluq minn Marv Wolfman u l-Amerikan, Jerry Ordway."", ""Marv Wolfman u l-Amerikan, Jerry Ordway ħolqu Bo (ismija sħiħa Bibbo) Bibbowski"".",Maltese
6218,Athlete,(X (X) (X (X))),mixed,"[<S> Akeem Adams <P> club <O> Ferencvárosi TC, <S> Akeem Adams <P> club <O> United Petrotrin F.C., <S> United Petrotrin F.C. <P> ground <O> Palo Seco]","""Akeem Adams kellu għall- United Petrotrin F.C. li l-art tiegħu hija l-Palo Seco grounds. Issa jilgħab mal-Ferencvarosi TC. """", Akeem Adams jilgħab għall-Ferencvarosi TC u huwa membru tal-klub United Petrotrin F.C. li jilgħab f'Palo Seco. """", ""Klubs preċedenti ta' Akeem Adams jinkludu Ferencvarosi TC u United Petrotrin FC ibbażat f'Palo Seco. """,Maltese
1728,CelestialBody,(X (X (X))),chain,"[<S> 1036 Ganymed <P> discoverer <O> Walter Baade, <S> Walter Baade <P> doctoralStudent <O> Halton Arp]","""Halton Christian Arp kien l-aspirant ta 'Walter Baade, li sab (1036) li kien Ganymede. """,Maltese
5234,Politician,(X (X (X))),chain,"[<S> Alvah Sabin <P> region <O> Vermont, <S> Vermont <P> largestCity <O> Burlington, Vermont]","""Alvah Sabin irrappreżenta Vermont, li l-akbar belt tagħha hija Burlington. ""Alvah Sabin irrappreżenta Vermont, li l-akbar belt tagħha, hija Burlington, Vermont. """,Maltese
1288,CelestialBody,(X (X)),,[<S> 109 Felicitas <P> averageSpeed <O> 17.73 (kilometrePerSeconds)],"""Il-109 Felicitas għandha veloċità medja ta' 17.73 kilometru fis-sekonda."", ""Il-109 Felicitas jivvjaġġa b'veloċità medja ta' 17.73 kilometru fis-sekonda"".",Maltese
6344,Athlete,(X (X (X) (X))),mixed,"[<S> Canada <P> ethnicGroup <O> Black Canadians, <S> Canada <P> leader <O> Elizabeth II, <S> Adam McQuaid <P> birthPlace <O> Canada]","""Adam McQuaid twieled fil-Kanada fejn Elizabeth II hija l-mexxejja. Huwa wkoll fejn il-Kanadiżi Żerq huma wieħed mill-gruppi etniċi."", ""Adam McQuaid twieled fil-Kanada, fejn il-mexxejja hija Elizabeth II u l-Kanadiżi Żerq huma grupp etniku."", ""Adam McQuaid twieled fil-Kanada, li hija mmexxejja minn Elizabeth II u fejn il-Kanadiżi Żerq huma wieħed mill-gruppi etni",Maltese
4737,Food,(X (X (X))),chain,"[<S> Indonesia <P> leader <O> Jusuf Kalla, <S> Arem-arem <P> region <O> Indonesia]","""Jusuf Kalla huwa l-mexxej tal-Indoneżja fejn issib Arem arem."", ""Arem arem ġej mill-Indoneżja, pajjiż immexxi minn Jusuf Kalla."", ""Arem arem ġej mill-Indoneżja fejn Jusuf Kalla huwa mexxej"".",Maltese
4898,MeanOfTransportation,(X (X (X))),chain,"[<S> Antares (rocket) <P> comparable <O> Delta II, <S> Delta II <P> countryOrigin <O> United States]","""Il-rakett Antares huwa simili mal-Delta II mill-Istati Uniti"", ""Il-rakett Antares huwa simili mal-rakett Delta II, dan tal-aħħar joriġina mill-Istati Uniti. """", Il-rakett Antares, huwa komparabbli mal-Delta II li joriġina mill-Istati Uniti. """,Maltese
626,CelestialBody,(X (X)),,[<S> 107 Camilla <P> orbitalPeriod <O> 2368.05 (days)],"""2368,05 ġurnata - perjodu orbital (107) Kamil."", ""(107) Kamilla għandu perjodu orbital 2368,05 ġurnata. """,Maltese
7228,Food,(X (X) (X) (X)),sibling,"[<S> Baked Alaska <P> region <O> Hong Kong, <S> Baked Alaska <P> country <O> France, <S> Baked Alaska <P> ingredient <O> Christmas pudding]","""Alaska miktuba, li fiha pudding tal-Milied, hija mill-pajjiż ta 'Franza. Alaska miktuba hija sservi fir-reġjun ta 'Hong Kong. "" ""Pudding tal-Milied huwa ingredjent f'Alaska miktuba li hija kemm minn Hong Kong u Franza. ""Alaska miktuba, li fih pudding tal-Milied, hija mill-Franza u Hong Kong. """,Maltese
5302,Astronaut,(X (X) (X) (X) (X) (X (X))),mixed,"[<S> Buzz Aldrin <P> birthPlace <O> Glen Ridge, New Jersey, <S> Buzz Aldrin <P> mission <O> Apollo 11, <S> Buzz Aldrin <P> birthDate <O> ""1930-01-20"", <S> Buzz Aldrin <P> nationality <O> United States, <S> Buzz Aldrin <P> occupation <O> Fighter pilot, <S> Apollo 11 <P> operator <O> NASA]","""Letчик-iStrejer mill-Istati Uniti Bazz Oldrin twieled 20 ta 'Jannar 1930 fil-belt ta' Glen Ridge, New Jersey. Huwa kien imur membru tal-ekwipaġġ fuq il-bord ""Apollo-11"" fil-programm tal-NASA. """,Maltese
3318,Airport,(X (X) (X)),sibling,"[<S> Angola International Airport <P> 1stRunwayNumber <O> 5, <S> Angola International Airport <P> elevationAboveTheSeaLevelInMetres <O> 159]","""5 huwa n-numru tal-ewwel runway tal-Ajruport Internazzjonali ta' Angola li huwa 159m a.s.l""., ""L-ewwel runway fl-Ajruport Internazzjonali ta' Angola huwa magħruf bħala 5 u huwa 159m fuq il-livell tal-baħar."", ""L-ewwel runway tal-Ajruport Internazzjonali ta' Angola għandu n-numru 5, u l-għoli tal-ajruport fuq il-livell tal-baħar huwa 159m"".",Maltese
11590,Building,(X (X (X)) (X (X) (X))),mixed,"[<S> AC Hotel Bella Sky Copenhagen <P> location <O> Denmark, <S> Denmark <P> leader <O> Margrethe II of Denmark, <S> Marriott International <P> foundationPlace <O> Washington, D.C., <S> AC Hotel Bella Sky Copenhagen <P> tenant <O> Marriott International, <S> Denmark <P> language <O> Greenlandic language]","""Margrethe II hija l-mexxejja tad-Danimarka fejn waħda mill-lingwi hija Groenlandiża. L-AC Hotel Bella Sky f'Kopenhagen tinsab fil-pajjiż u bħalissa hija kkirata mill-Marriott International li ġiet stabbilita f'Washington DC. """", ""Wel mill-lingwi tad-Danimarka hija Groenlandiża u l-mexxejja hija Margrethe II.",Maltese
7682,Politician,(X (X) (X (X))),mixed,"[<S> Ab Klink <P> almaMater <O> Erasmus University Rotterdam, <S> Erasmus University Rotterdam <P> affiliation <O> Association of MBAs, <S> Ab Klink <P> office <O> Ministry of Health, Welfare and Sport (Netherlands)]","""Ab Klink ħadem fil-Ministeru tas-Saħħa, il-Belfare u l-Isport fl-Olanda u qabel dan attwa l-Università Erasmus f'Rotterdam li hija affiljata mal-Assoċjazzjoni tal-MBAs. """,Maltese
623,CelestialBody,(X (X)),,[<S> 107 Camilla <P> discoverer <O> E. Wells],"""Il-Prim'Otkrivatur (107) tal-Kamillu kien I. Wells"", ""((107) Kamilla ġiet skoperta minn I. Wells."", ""I. Wells skoperta (107) Kamilla. """,Maltese
11856,City,(X (X) (X) (X) (X) (X)),sibling,"[<S> Angola, Indiana <P> isPartOf <O> Steuben County, Indiana, <S> Angola, Indiana <P> elevationAboveTheSeaLevel <O> 324.0, <S> Angola, Indiana <P> isPartOf <O> United States, <S> Angola, Indiana <P> areaTotal <O> 16.55 (square kilometres), <S> Angola, Indiana <P> populationDensity <O> 524.5 (inhabitants per square kilometre)]","""Angola tinsab f'324 metru fuq il-livell tal-baħar fil-Kawt ta' Steuben, Indiana, fl-Istati Uniti. Hija għandha żona totali ta' 16.55 km2 u densità ta' popolazzjoni ta' 524.5 abitanti għal kull km2"".",Maltese
7999,SportsTeam,(X (X (X) (X))),mixed,"[<S> A.F.C. Blackpool <P> manager <O> Stuart Parker (footballer), <S> Stuart Parker (footballer) <P> club <O> KV Mechelen, <S> Stuart Parker (footballer) <P> club <O> Stockport County F.C.]","""Il-maniġer tal-AFC Blackpool huwa Stuart Parker li darba kellu għall-Stockport County FC u bħalissa jilgħab għall-KV Mechelen. """", Stuart Parker huwa l-maniġer tal-AFC Blackpool.",Maltese
10568,SportsTeam,(X (X (X) (X) (X))),mixed,"[<S> 1. FC Magdeburg <P> manager <O> Jens Härtel, <S> Jens Härtel <P> club <O> Berliner AK 07, <S> Jens Härtel <P> club <O> SV Babelsberg 03, <S> Jens Härtel <P> club <O> FSV Zwickau]","""Il-maniġer tal-FC Magdeburg huwa Jens Härtel, li huwa marbut mal-klabb FSV Zwickau. Huwa kellu għall-Berlinner AK 07, u issa jilgħab għall-SV Babelsberg 03."", ""Jens Hartel kellu għall-Berlinner AK 07 u kien maniġer ta '1 FC Magdeburg. Huwa membru tal-klabb FSV Zwickau u jilgħab għall-SV Babelsberg 03.""",Maltese
8973,Athlete,(X (X) (X) (X) (X)),sibling,"[<S> Akeem Ayers <P> formerTeam <O> Los Angeles Rams, <S> Akeem Ayers <P> birthDate <O> 1989-07-10, <S> Akeem Ayers <P> debutTeam <O> Tennessee Titans, <S> Akeem Ayers <P> activeYearsStartYear <O> 2011]","""Akeem Ayers, li twieled fl-10 ta' Lulju 1989, qabel kellu għall-Los Angeles Rams. Huwa debyta għall-tim Tennessee Titans fl-2011."", ""Akeem Ayers twieled fl-10 ta' Lulju, 1989 u beda l-karriera tiegħu fl-2011 għall-Tennessee Titans.",Maltese
8567,Airport,(X (X) (X) (X) (X)),sibling,"[<S> Atlantic City International Airport <P> runwayLength <O> 1873.0, <S> Atlantic City International Airport <P> elevationAboveTheSeaLevel <O> 23.0, <S> Atlantic City International Airport <P> operatingOrganisation <O> Port Authority of New York and New Jersey, <S> Atlantic City International Airport <P> runwayName <O> ""13/31""]","""L-Ajruport Internazzjonali tal-Atlantic City huwa 23 metru fuq il-livell tal-baħar, operat mill-Awtorità tal-Port ta' New York u New Jersey, u għandu l-isem tal-punchway 13/31 li huwa 1873 metru twila. """,Maltese
3004,WrittenWork,(X (X)),,[<S> A.T. Charlie Johnson <P> doctoralAdvisor <O> Michael Tinkham],"""A.T. Charlie Johnson għamel il- PhD tiegħu taħt is- superviżjoni ta'Michael Tinkham. "" ""A.T. Charlie Johnson's konsulent ta 'doktorat kien Michael Tinkham. "" ""Michael Tinkham kien konsulent ta 'doktorat ta'A.T. Charlie Johnson. """,Maltese
5400,University,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> Acharya Institute of Technology <P> city <O> Bangalore, <S> Acharya Institute of Technology <P> motto <O> ""Nurturing Excellence"", <S> Acharya Institute of Technology <P> country <O> ""India"", <S> Acharya Institute of Technology <P> state <O> Karnataka, <S> Acharya Institute of Technology <P> campus <O> ""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090."", <S> Acharya Institute of Technology <P> affiliation <O> Visvesvaraya Technological University]","""L-Istitut Teknoloġiku ta' Acharya jinsab f'Bangalore, l-Indja, fl-istat ta' Karnataka. Huwa marbut mal-Università Teknoloġika ta' Visveswaraj, u d-disinn tiegħu - Воспитывать совершенство.",Maltese
7433,MeanOfTransportation,(X (X) (X) (X)),sibling,"[<S> AIDAstella <P> length <O> 253260.0 (millimetres), <S> AIDAstella <P> shipBeam <O> 32.2, <S> AIDAstella <P> builder <O> Meyer Werft]","""Meyer Werft mibni l-AIDAstella li hija 253.26m twila b'raġġ ta' 32.2m. "" ""Mibni minn Meyer Werft, l-AIDAstella hija 253260.0 mm u għandha raġġ ta' 32.2 m. """,Maltese
8746,Artist,(X (X) (X) (X (X))),mixed,"[<S> Alison O'Donnell <P> genre <O> Jazz, <S> Alison O'Donnell <P> recordLabel <O> Deram Records, <S> Deram Records <P> location <O> London, <S> Alison O'Donnell <P> recordLabel <O> Stanyan Records]","""Muzikanta tal-jazz, Alison O'Donnell hija ffirmata mal-lejb tal-inklużjoni Stanyan Records u Deram Records, f'Londra. """",Muzikanta tal-jazz Alison O'Donnell hija mal-lejb tal-jazz Stanyan Records u qabel ma ma ma ma London bażi, Deram Records. "", ""Alison O'Donnell, li darba kien ffirmat mal-lejb tal-lejb London, Deram Records, twettaq mużika tal-jazz u hija ffirmata mal-lejb",Maltese
1167,SportsTeam,(X (X)),,[<S> Akron Summit Assault <P> manager <O> Denzil Antonio],"""Denzil Antonio kien maniġer tal-Futbol Club Akron (USA)."", ""Denzil Antonio huwa maniġer tal-Futbol Club Akron (USA).""",Maltese
1854,Food,(X (X) (X)),sibling,"[<S> Ajoblanco <P> ingredient <O> Almond, <S> Ajoblanco <P> country <O> Spain]","""Mindale huwa ingredjentom Ahoblanko, ikel mill-Ispanya. "" ""Ahoblanko joriġina mill-Ispanya, wieħed mill-ingredjenti tiegħu huwa amindale. "" ""Mindale huwa ingredjentom tal-ikel Spanjol Ahoblanko. """,Maltese
2018,Food,(X (X)),,[<S> Tomato <P> genus <O> Solanum],"""It- tammat jappartjeni għall- ġeneru Solanum"".",Maltese
8044,SportsTeam,(X (X (X) (X))),mixed,"[<S> AZ Alkmaar <P> manager <O> John van den Brom, <S> John van den Brom <P> club <O> AFC Ajax, <S> John van den Brom <P> club <O> Jong Ajax]","""John van den Brom kien maniġer tal-AZ Alkmaar u issa jilgħab għall-AFC u Jong Ajax. """",John van den Brom jimmaniġġja għall-AZ Alkmaar, jilgħab għall-AFC Ajax u huwa fil-Jong Ajax Club. "",""John van den Brom huwa l-maniġer tal-AZ Alkmaar u jilgħab għall-AFC Ajax u Jong Ajax. """,Maltese
5830,Airport,(X (X (X (X)))),chain,"[<S> Belgium <P> leader <O> Charles Michel, <S> Antwerp International Airport <P> cityServed <O> Antwerp, <S> Antwerp <P> country <O> Belgium]","""L-Ajruport Internazzjonali ta' Antwerpen jaqdi l-belt ta' Antwerp fil-Belġju fejn Charles Michel huwa mexxej. """",L-Ajruport Internazzjonali ta' Antwerp jinsab f'Antwerp, il-Belġju, li l-mexxej tiegħu huwa Charles Michel. """",Antwerp huwa xservi mill-Ajruport Internazzjonali ta' Antwerp u huwa destinazzjoni turistika popolari fil-Belġju fejn il-mexxej huwa Charles Michel. """,Maltese
275,Airport,(X (X)),,[<S> Texas <P> demonym <O> Tejano],"""Demonym Texas huwa Tejano. """", ""L-abitanti tat-Texas għandhom demonym ta Tejano. """", ""A Tejano huwa terminu demonym użat fit-Texas. """,Maltese
126,Airport,(X (X)),,"[<S> Andrews County Airport <P> 4thRunwaySurfaceType <O> ""Asphalt""]","""Tnejn il-linji tal-ajru fl-ajruport ta' l-Oruża Andrews huma magħmula mill-asfalt. ""Tnejn il-linji tal-ajru fl-ajruport ta' l-Oruża Andrews huma magħmula mill-asfalt. ""Tnejn il-linji tal-ajru fl-ajruport ta' l-Oruża Andrews huma magħmula mill-asfalt. """,Maltese
5124,Politician,(X (X) (X)),sibling,"[<S> Agnes Kant <P> birthPlace <O> West Germany, <S> Agnes Kant <P> almaMater <O> Radboud University Nijmegen]","""Agnes Kant twieled fil-Ġermanja tal-Punent u l-alma mater tagħha hija l-università Radboud Nijmegen."", ""Agnes Kant twieled fil-Ġermanja tal-Punent, l-alma mater tagħha hija l-Università Radboud Nijmegen."", ""Agnes Kant twieled fil-Ġermanja tal-Punent u attwalment attwalment fl-Università Radboud, Nijmegen"".",Maltese
4527,Food,(X (X) (X)),sibling,"[<S> Arem-arem <P> region <O> Javanese cuisine, <S> Arem-arem <P> mainIngredient <O> ""compressed rice cooked in banana leaf with vegetables or minced meat fillings""]","""Arem-arem huwa ikel Ġavażaniż magħmul minn ross imħassra mqassma f'ġrajja tal-banana b'ħxejjex jew ingredjenti tal-laħam miksu."", ""L-ingredjenti ewlenin ta' Arem-arem, ikel Ġavażaniż, huma ross imħassra f'ġrajja tal-banana b'ħxejjex jew ingredjenti tal-laħam miksu."", ""Arem-arem huwa ikel tal-kċina Ġavażaniża u l-",Maltese
3730,Building,(X (X) (X) (X) (X)),sibling,"[<S> Adisham Hall <P> location <O> ""Haputale, Sri Lanka"", <S> Adisham Hall <P> architecturalStyle <O> Tudor Revival architecture, <S> Adisham Hall <P> completionDate <O> 1931, <S> Adisham Hall <P> buildingStartDate <O> ""1927""]","""L-Adicham Hall kien mibni fl-istil ""Vozroждение Tudorov"" fil-perjodu minn 1927 sa 1931 in Hauptale, Sri-Lanka. ""L-Adicham Hall jinsab f'Hauptale, Sri-Lanka.",Maltese
3204,Airport,(X (X) (X)),sibling,"[<S> Aarhus Airport <P> runwayLength <O> 2776.0, <S> Aarhus Airport <P> operatingOrganisation <O> ""Aarhus Lufthavn A/S""]","""Tá Aerfort Aarhus á oibriú ag Aarhus Lufthavn A/S agus is é 2776.0 an fhad an réimeán"", ""Is eagraíocht oibríochtúil Aerfort Aarhus is é A/S a bhfuil réimeán réimeán ag 2776.0 méadar"".",Irish
7253,Food,(X (X) (X) (X)),sibling,"[<S> Bandeja paisa <P> ingredient <O> Avocado, <S> Bandeja paisa <P> country <O> Colombian cuisine, <S> Bandeja paisa <P> region <O> Antioquia Department]","""Is é an avocado ceann de na comhábhair i Bandeja paisa a bhfuil cócaireacht tipiciúil Colombian ann agus a fhaightear i Roinn Antioquia. """,Irish
4940,MeanOfTransportation,(X (X) (X)),sibling,"[<S> Atlas II <P> launchSite <O> Cape Canaveral Air Force Station, <S> Atlas II <P> countryOrigin <O> United States]","""Túgadh an Atlas II, ó na Stáit Aontaithe, ó Stáisiún Fhorbairt Aeráide Caip Canaveral. "" ""Túgadh an Atlas II ó Stáisiún Fhorbairt Aeráide Caip Canaveral. """,Irish
450,Artist,(X (X)),,[<S> Alison O'Donnell <P> recordLabel <O> Deram Records],"""Tá Alison O'Donnell sínithe leis an lipéad clásca Deram Records. "" ""Bhí Alison O'Donnell sínithe le Deram Records uair amháin. "" ""Tá lipéad clásca Alison O'Donnell Deram Records. """,Irish
10522,Politician,(X (X) (X) (X) (X)),sibling,"[<S> Alvah Sabin <P> office <O> Secretary of State of Vermont, <S> Alvah Sabin <P> region <O> Vermont's 3rd congressional district, <S> Alvah Sabin <P> successor <O> Homer Elihu Royce, <S> Alvah Sabin <P> birthPlace <O> Georgia, Vermont]","""Beuradh Alvah Sabin i Georgia, Vermont agus bhí sé ina rúnaí Stáit Vermont. Bhain sé ionadaíocht ar an 3ú Dáil Choigríocht Vermont agus bhí Homer Elihu Royce ina dhiaidh.",Irish
1260,University,(X (X)),,[<S> 1 Decembrie 1918 University <P> nickname <O> Uab],"""Uníversité ""1 Dé Céadaoin 1918"" has a nickname UAB. """,Irish
4956,Food,(X (X (X)) (X (X) (X))),mixed,"[<S> Arròs negre <P> region <O> Valencian Community, <S> Valencian Community <P> leader <O> Ximo Puig, <S> Spain <P> language <O> Spanish language, <S> Arròs negre <P> country <O> Spain, <S> Spain <P> leader <O> Felipe VI of Spain]","""Traditional Spanish dish arroz negre ar a dtugtar ""Traditional Spanish dish arroz negre"" ó réigiún Valencia, áit a dtagann an ceannaire - Kсимо Пуиг. Язык в Испании - Испанский, а лидер - Филипп VI. """,Irish
4999,Food,(X (X (X) (X) (X) (X))),mixed,"[<S> Bacon Explosion <P> country <O> United States, <S> United States <P> leader <O> Paul Ryan, <S> United States <P> ethnicGroup <O> African Americans, <S> United States <P> capital <O> Washington, D.C., <S> United States <P> leaderTitle <O> President of the United States]","""Beconny взрыв"" - bianna ó Mheiriceá, áit a dtugtar an ceannaire Paul Ryan agus áit a bhfuil na hAfraice Mheiriceá - grúpa eitneach. Washington - príomhchathair na Stát Aontaithe, agus tá titim na rialtas aige.",Irish
5061,Politician,(X (X (X))),chain,"[<S> Abel Caballero <P> inOfficeWhileMonarch <O> Juan Carlos I of Spain, <S> Juan Carlos I of Spain <P> predecessor <O> Alfonso XIII of Spain]","""Bhí Abel Caballero ar oifig agus bhí Juan Carlos I de Spáinn, a bhí roimh Alfonso XIII de Spáinn, ina Monarch. "" ""Bhí Abel Caballero ar oifig le linn ríocht Monarch, Juan Carlos I de Spáinn, a bhí roimh Alfonso XIII de Spáinn. """,Irish
9570,City,(X (X) (X (X) (X))),mixed,"[<S> United States <P> capital <O> Washington, D.C., <S> Akron, Ohio <P> country <O> United States, <S> United States <P> ethnicGroup <O> African Americans, <S> Akron, Ohio <P> isPartOf <O> Summit County, Ohio]","""Tá príomhchathair Washington ag na Stáit Aontaithe agus tá an grúpa eitneach de Mheiriceá Afraic ina gcónaí i measc a dhaonra. Is é an tír áit a bhfuil Akron i gContae Summit, Ohio. """", Is grúpa eitneach iad na Meiriceá Afraic, áit a bhfuil Washington, D.C. ina phríomhchathair. Tá Akron, i gContae Summit, Ohio, suite sna Stáit Aontaithe. """", Tá Akron i gContae Summit, Ohio, Stáit Aontaithe Mheiriceá. Is príomhchathair na Stát Aontaithe Washington, D.C.,",Irish
10229,MeanOfTransportation,(X (X (X) (X) (X))),mixed,"[<S> Delta II <P> launchSite <O> Vandenberg Air Force Base, <S> Delta II <P> launchSite <O> Cape Canaveral Air Force Station, <S> Antares (rocket) <P> comparable <O> Delta II, <S> Delta II <P> countryOrigin <O> United States]","""Tá an roicéad Antares in gcomparáid leis an Stáit Aontaithe a thionscnamh Delta II a scaoileadh ón mBás Air Force Vandenberg agus ón Stáisiún Air Force Cape Canaveral. """", Tá an Delta II, atá in gcomparáid leis an roicéad Antares, ón Stáit Aontaithe agus a scaoileadh ón mBás Air Force Vandenberg agus ón Stáisiún Air Force Cape Canaveral. "", ""Tá an Delta II, atá in gcomparáid leis an roicéad Antares, ón Stáit Aontaithe agus a scaoileadh ón mBás Air",Irish
907,Food,(X (X)),,[<S> Beef kway teow <P> ingredient <O> Palm sugar],"""Is é an t-ábhar a bhaineann le siúcra púil ná an t-am atá caite. """,Irish
8004,SportsTeam,(X (X) (X) (X)),sibling,"[<S> A.F.C. Fylde <P> numberOfMembers <O> 3180, <S> A.F.C. Fylde <P> fullName <O> ""Association Football Club Fylde"", <S> A.F.C. Fylde <P> ground <O> ""Bryning Lane""]","""Is é ainm iomlán an A.F.C. Fylde ""Association Football Club Fylde"" tá siad bunaithe ag Bryning Lane agus tá 3180 ball acu. "", ""AFC Fylde tá ainm iomlán ""Association Football Club Fylde"", tá 3180 ball acu agus tá siad bunaithe ag Bryning Lane. "", ""AFC Fylde tá ainm iomlán ""Association Football Club Fylde"", tá siad bunaithe ag Bryning Lane agus tá 3180 ball acu. """,Irish
2939,University,(X (X)),,[<S> Acharya Institute of Technology <P> city <O> Bangalore],"""Tá Institiúid Teicneolaíochta Acharya suite i gcathair Bangalore."", ""Tá Institiúid Teicneolaíochta Acharya suite i Bangalore."", ""Tá Institiúid Teicneolaíochta Acharya suite i Bangalore. """,Irish
11618,Building,(X (X (X)) (X (X) (X))),mixed,"[<S> Akita Museum of Art <P> country <O> Japan, <S> Akita Museum of Art <P> location <O> Akita, Akita, <S> Akita, Akita <P> isPartOf <O> Akita Prefecture, <S> Japan <P> leader <O> Tarō Asō, <S> Japan <P> ethnicGroup <O> Vietnamese people in Japan]","""Is músaem ealaíne é Músaem Ealaíne Akita sa chathair Akita, Akita, cuid de Preifictéireacht Akita sa tSeapáin. Is Tarō Asō an ceannaire an tír, agus is grúpa eitneach é an pobal Vítneamaí ón tSeapáin. """,Irish
