id,category,shape,shape_type,triples,lexicalization,prefix
5767,Airport,(X (X) (X) (X)),sibling,"[<S> Amsterdam Airport Schiphol <P> cityServed <O> Amsterdam, <S> Amsterdam Airport Schiphol <P> runwayLength <O> 3800.0, <S> Amsterdam Airport Schiphol <P> elevationAboveTheSeaLevel <O> -3.3528]","""Mae maes awyr Schiphol yn gwasanaethu Amsterdam sydd -3.3528 metr uwchben lefel y môr. Mae hyd y llwybr droi yn 3800"".",Welsh
4355,ComicsCharacter,(X (X) (X)),sibling,"[<S> Balder (comicsCharacter) <P> alternativeName <O> ""Balder Odinson"", <S> Balder (comicsCharacter) <P> creator <O> Stan Lee]","""Roedd y cymeriad cric Balder, enw llawn, Balder Odinson wedi'i greu gan Stan Lee. """,Welsh
5110,Politician,(X (X (X))),chain,"[<S> Adam Koc <P> nationality <O> Poland, <S> Poland <P> ethnicGroup <O> Kashubians]","""Mae Kashubians yn grŵp ethnig o Poland, y wlad mae Adam Koc yn dod o. """", Cafodd Adam Koc ei eni yn Poland; lle mae Kashubians yn grŵp ethnig. """,Welsh
12586,Politician,(X (X) (X) (X) (X (X))),mixed,"[<S> Alvah Sabin <P> activeYearsEndDate <O> 1857-03-03, <S> Alvah Sabin <P> region <O> Vermont's 3rd congressional district, <S> Vermont <P> largestCity <O> Burlington, Vermont, <S> Alvah Sabin <P> state <O> Vermont, <S> Alvah Sabin <P> deathPlace <O> Sycamore, Illinois]","""Cynrychiolydd 3ydd Distristristrig Congresol Vermont, Alvah Sabin, cafodd ei eni yn Vermont (dinas fwyaf: Burlington) a bu farw yn Sycamore, Illinois. Ymddeolodd yn 03/03/1857.",Welsh
387,Building,(X (X)),,[<S> Adare Manor <P> architect <O> George Richard Pain],"""Archwythur ""Adder Manor"" - George Richard Pein"", ""Archwythur ""Adder Manor"" oedd George Richard Pein"", ""Archwythur ""Adder Manor"" oedd George Richard Pein"".",Welsh
10540,Politician,(X (X) (X (X) (X))),mixed,"[<S> Austria <P> leader <O> Doris Bures, <S> Alfons Gorbach <P> birthPlace <O> Imst, <S> Austria <P> language <O> Austrian German, <S> Alfons Gorbach <P> deathPlace <O> Austria]","""Bornwyd Alfons Gorbach yn Imst, Awstria. Mae'r iaith yn Awstria yn Almaeneg Awstri. Bu farw yn Awstri. Doris Bures yw arweinydd yn Awstri. """",Bornwyd Alfons Gorbach yn Imst ac bu farw yn Awstri. Doris Bures yw arweinydd yn y wlad lle mae Almaeneg Awstri yn un iaith a siaradir. """,Welsh
7275,Food,(X (X) (X) (X)),sibling,"[<S> Batagor <P> country <O> Indonesia, <S> Batagor <P> ingredient <O> Peanut sauce, <S> Batagor <P> servingTemperature <O> ""hot""]","""Mae sos fideo yn gynhwysedd o'r ddŵr o'r bwyd Indonesia Batagor, y dylid ei wasanaethu yn oer. "" ""Mae bwyd traddodiadol o'r wlad yn cael ei alw'n Batagor, sydd â sos fideo fel cynhwysedd ac dylid ei wasanaethu yn oer"".",Welsh
6812,City,(X (X) (X) (X)),sibling,"[<S> Ann Arbor, Michigan <P> populationDensity <O> 1580.7 (inhabitants per square kilometre), <S> Ann Arbor, Michigan <P> leaderTitle <O> City Manager, <S> Ann Arbor, Michigan <P> areaTotal <O> 74.33 (square kilometres)]","""Mae Ann Arbor, Michigan yn byw yn 1580.7 o bobl ar gyfer pob un o'r 74.33 o chilometrau cwerw mae'n eu cwmpasu. Mae Rheolwr Dinas yn y teitl a roddwyd i arweinydd Ann Arbor. """,Welsh
767,Food,(X (X)),,[<S> Ajoblanco <P> country <O> Spain],"""Ahoblanko yn digwydd o wlad yr Espan. """,Welsh
45,Airport,(X (X)),,[<S> Afonso Pena International Airport <P> runwayLength <O> 2215.0],"""Mae dirywiad y llwybr awyr awyr awyr rhyngwladol Aphonsus Penna yn 2215,0."" ""Mae gan Aeroport Rhyngwladol Aphonsus Penna dirywiad y llwybr awyr awyr 2215,0.""",Welsh
5105,Politician,(X (X (X))),chain,"[<S> Adam Koc <P> battle <O> Polish–Soviet War, <S> Polish–Soviet War <P> isPartOfMilitaryConflict <O> Russian Civil War]","""Roedd Adam Koc yn cymryd rhan mewn brwydrau yn y Rhyfel Siwnyddol Pwyl a oedd yn rhan o'r Rhyfel Siwnyddol Rwsia. """", Adama Koc ymladd yn y Rhyfel Siwnyddol Pwyl a oedd yn rhan o'r Rhyfel Siwnyddol Rwsia. """", Adam Koc ymladd mewn brwydrau yn ystod y Rhyfel Siwnyddol-Swnyddol a oedd yn rhan o'r Rhyfel Siwnyddol Rwsia. """,Welsh
11780,City,(X (X (X) (X) (X (X)))),mixed,"[<S> Abilene, Texas <P> isPartOf <O> Texas, <S> Texas <P> capital <O> Austin, Texas, <S> Texas <P> country <O> United States, <S> United States <P> largestCity <O> New York City, <S> Texas <P> language <O> English language]","""Mae Abilene a Austin yn y Unol Daleithiau yn y wladwriaeth o Texas, mae ddinas Efrog Newydd yn ddinas fwyaf yr Unol Daleithiau ac mae Saesneg yn cael ei siarad yn Texas. """", Abilene yw rhan o Texas, lle mae Austin yn brifddinas ac mae Saesneg yn cael ei siarad. Texas yn y Unol Daleithiau, lle mae ddinas Efrog Newydd yn ddinas fwyaf. """" Mae Saesneg yn cael ei siarad yn Austin sy'n brifddinas Texas yn yr Unol Daleithiau.",Welsh
10088,MeanOfTransportation,(X (X) (X) (X) (X)),sibling,"[<S> AMC Matador <P> alternativeName <O> ""VAM Classic"", <S> AMC Matador <P> assembly <O> Thames, New Zealand, <S> AMC Matador <P> bodyStyle <O> Coupé, <S> AMC Matador <P> engine <O> AMC V8 engine]","""Mae'r AMC Matador yn cael ei gynllunio yn Thames, Seland Newydd ac mae ei enw arall yn VAM Classic. Mae gan AMC Matador corff arddull Coupé ac mae'n cael ei gyfeirio â ennydd V8 AMC.",Welsh
5177,Politician,(X (X) (X)),sibling,"[<S> Alberto Teisaire <P> office <O> ""Provisional President of the Argentine Senate"", <S> Alberto Teisaire <P> birthPlace <O> Mendoza, Argentina]","""Roedd Alberto Teisaire, a anwyd yn Mendoza, Argentina, yn gweithio fel Arlywydd Arhoseddol y Senedd Argentin. """,Welsh
7091,Food,(X (X) (X) (X)),sibling,"[<S> Ajoblanco <P> country <O> Spain, <S> Ajoblanco <P> region <O> Andalusia, <S> Ajoblanco <P> ingredient <O> Bread]","""Mae bara yn gynhwysyn o Ajoblanco sy'n bwyd a ddarperir yn Andalusia, yn Sbaen. "" ""Mae bara yn gynhwysyn o Ajoblanco, sy'n dod o ardal Andalusia, yn Sbaen. "" ""Mae bara yn gynhwysyn o Ajoblanco sy'n cael ei ddarperir yn Andalusia ac sy'n dod o Sbaen"".",Welsh
7416,MeanOfTransportation,(X (X) (X) (X)),sibling,"[<S> A-Rosa Luna <P> shipDisplacement <O> 1850.0 (tonnes), <S> A-Rosa Luna <P> completionDate <O> 2005-04-06, <S> A-Rosa Luna <P> length <O> 125800.0 (millimetres)]","""Mae A-Rosa Luna yn 125800.0 millimetr o hyd ac yn pwyso 1850 tunnell. Cafodd ei orffen ar 6 Ebrill 2005.",Welsh
3821,CelestialBody,(X (X) (X) (X) (X)),sibling,"[<S> (29075) 1950 DA <P> density <O> 3.5 (kilograms), <S> (29075) 1950 DA <P> discoverer <O> Carl A. Wirtanen, <S> (29075) 1950 DA <P> orbitalPeriod <O> 69862200.0, <S> (29075) 1950 DA <P> periapsis <O> 124950000000.0]","""(29075) 1950 DA, a gafodd y trydan ei 3,5 kg, ei ddarganfod gan Karl Alvarom Wiertanen.",Welsh
5118,Politician,(X (X) (X)),sibling,"[<S> Adonis Georgiadis <P> inOfficeWhilePrimeMinister <O> Antonis Samaras, <S> Adonis Georgiadis <P> birthPlace <O> Greece]","""Roedd Adonis Georgiadis, a anwyd yn y Gres, yn gwasanaethu yn swydd tra oedd Antonis Samaras yn Prif Weinidog. "" ""Roedd Adonis Georgiadis, a anwyd yn y Gres, yn swydd tra oedd Antonis Samaras yn Prif Weinidog. "" ""Roedd Adonis Georgiadis yn cael ei eni yn y Gres a gwasanaethu yn swydd ar ôl Prif Weinidog Antonis Samaras. """,Welsh
8929,Astronaut,(X (X) (X) (X) (X)),sibling,"[<S> William Anders <P> selectedByNasa <O> 1963, <S> William Anders <P> birthDate <O> ""1933-10-17"", <S> William Anders <P> occupation <O> Fighter pilot, <S> William Anders <P> birthPlace <O> British Hong Kong]","""Cerwyd William Anders yn Hong Kong Prydain ar 17 Hydref 1933 ac yn 1963 ar ôl cyfnod fel peilot cefnog, dewisodd NASA ef i fod yn rhan o'r rhaglen wledydd y byd. "" ""Cerwyd William Anders yn Hong Kong Prydain ar 10.1933.17 a wasanaethodd fel peilot cefnog cyn cael ei ddewis gan NASA yn 1963. """,Welsh
12079,Food,(X (X (X)) (X (X) (X))),mixed,"[<S> Arròs negre <P> country <O> Spain, <S> Spain <P> ethnicGroup <O> Spaniards, <S> Spain <P> leader <O> Felipe VI of Spain, <S> Arròs negre <P> region <O> Catalonia, <S> Catalonia <P> leader <O> Parliament of Catalonia]","""Arròs negre yw pryd traddodiadol o Catalonia, Sbaen lle mae grŵp ethnig yn Sbaenwyr a'r arweinydd yw Felipe VI. Mae Senedd Catalonia yn rheoli Catalonia"".",Welsh
8067,SportsTeam,(X (X (X) (X))),mixed,"[<S> Akron Summit Assault <P> ground <O> St. Vincent–St. Mary High School, <S> St. Vincent–St. Mary High School <P> country <O> United States, <S> St. Vincent–St. Mary High School <P> city <O> Akron, Ohio]","""Mae maes Assault y Gyddefnydd yn Ysgol Uwchradd St. Vincent-St. Mary yn ddinas Akron, Ohio, Unol Daleithiau America. """", Yn Akron, Ohio, Unol Daleithiau, mae sefydliad Assault y Gyddefnydd yn Akron yn cael ei leoli o fewn Ysgol Uwchradd St. Vincent-St. Mary. """", Mae Ysgol Uwchradd St. Vincent-St. Mary (loc: Akron, Ohio, Unol Daleithiau) yn maes Assault y Gyddefnydd yn Akron"".",Welsh
2108,Monument,(X (X) (X)),sibling,"[<S> Atatürk Monument (İzmir) <P> inaugurationDate <O> ""1932-07-27"", <S> Atatürk Monument (İzmir) <P> material <O> ""Bronze""]","""Dyddiad ar gyfer agor y cofmyrion Atatwrk, a wnaed o bronze, - 27 Gorffennaf 1932""."",Dyddiad ar gyfer agor y cofmyrion Atatwrk, a wnaed o bronze, yn Izmir - 27 Gorffennaf 1932""."", ""Pomymynyr Atatwrk (Izmir) oedd bronzowy a sefydlwyd 27 Gorffennaf 1932""."", ""Pomymynyr Atatwrk (o'r blaen mewn bronze) yn Izmir oedd agor ar 27 Gorffennaf",Welsh
8987,Athlete,(X (X) (X) (X) (X)),sibling,"[<S> Akeem Dent <P> debutTeam <O> Atlanta Falcons, <S> Akeem Dent <P> birthYear <O> 1987, <S> Akeem Dent <P> birthDate <O> 1987-09-27, <S> Akeem Dent <P> birthPlace <O> ""Atlanta, Georgia""]","""Gwelir Akeem Dent 9 Medi 1987 yn Atlanta, Georgia. Cafodd ei lansio gyda'r Atlanta Falcons. """,Welsh
10453,Politician,(X (X (X)) (X (X))),mixed,"[<S> Airey Neave <P> unit <O> Royal Artillery, <S> Royal Artillery <P> garrison <O> Hohne, <S> Airey Neave <P> battle <O> Battle of France, <S> Battle of France <P> commander <O> Hugo Sperrle]","""Fe beryrodd yn Uned Artileri Brenhinol oedd gan garnizon yn Hohne. Bu'n ymladd yn Rhyfel Ffrainc lle roedd Hugo Sperrle yn y gorchymyn. """,Welsh
1646,ComicsCharacter,(X (X)),,[<S> Dane Whitman Black Knight (comicsCharacter) <P> creator <O> Roy Thomas],"""Mae'r cymeriad cric, Dane Whitman Black Knight, wedi'i greu gan Roy Thomas. """,Welsh
10798,WrittenWork,(X (X) (X) (X (X))),mixed,"[<S> 1634: The Bavarian Crisis <P> followedBy <O> Ring of Fire II, <S> 1634: The Bavarian Crisis <P> precededBy <O> 1634: The Ram Rebellion, <S> Ring of Fire II <P> language <O> English language, <S> 1634: The Bavarian Crisis <P> author <O> ""Virginia DeMarce and Eric Flint""]","""1634: The Bavarian Crisis, a ysgrifennwyd gan Virginia DeMarce a Eric Flint. Cafodd ei flaenhau gan 1634 The Ram Rebellion. a dilynwyd gan Ring of Fire II, a ysgrifennwyd yn Saesneg. """",1634: The Bavarian Crisis, a ysgrifennwyd gan Virginia DeMarce a Eric Flint, a gynhaliwyd gan 1634: The Ram Rebellion a dilynwyd gan Ring of Fire II a ysgrifennwyd yn Saesneg.",Welsh
8230,WrittenWork,(X (X) (X) (X)),sibling,"[<S> A Long Long Way <P> country <O> Ireland, <S> A Long Long Way <P> publisher <O> Viking Press, <S> A Long Long Way <P> followedBy <O> The Secret Scripture]","""A Long Long Way, y cyn-ddyfyn o'r Ysgrythur Sekreg, a gyhoeddwyd yn Iwerddon gan Viking Press. """",A Long Long Way, llyfr Iwerddon, a gyhoeddwyd gan Viking Press ac yn cyn-ddyfyn o'r Ysgrythur Sekreg. """",A Long Long Way, o Iwerddon, a gyhoeddwyd gan Viking Press, a dilynwyd gan The Secret Scripture"".",Welsh
6753,City,(X (X (X) (X))),mixed,"[<S> Alpharetta, Georgia <P> country <O> United States, <S> United States <P> ethnicGroup <O> Native Americans in the United States, <S> United States <P> capital <O> Washington, D.C.]","""Alpharetta, yn Georgia, yn yr Unol Daleithiau, lle mae Washington, D.C. yn brifddinas ac mae Native America yn grŵp ethnig. """",Alpharetta, Georgia yn lleoli yn yr Unol Daleithiau; lle mae Washington, D.C. yn brifddinas ac un o'r grwpiau ethnig yn Native America. """", Mae ddinas Alpharetta, Georgia yn yr Unol Daleithiau lle mae Native America yn grŵp ethnig ac mae Washington D.C. yn brifddinas"".",Welsh
3144,WrittenWork,(X (X)),,[<S> Cornell University <P> affiliation <O> Association of American Universities],"""Mae Prifysgol Cornell yn gysylltiedig â Gymdeithas Prifysgol Americanaidd"".",Welsh
3632,Astronaut,(X (X (X))),chain,"[<S> Alan Shepard <P> mission <O> Apollo 14, <S> Apollo 14 <P> operator <O> NASA]","""Roedd Alan Shepard yn aelod o staff Apollo 14 a weithredwyd gan NASA. "" ""Roedd tîm missioniad Apollo 14 NASA yn cynnwys Alan Shepard. "" ""Roedd Apollo 14 NASA yn gweld Alan Shepard fel un o aelodau ei staff. "" ""Roedd Alan Shepard yn aelod o staff Apollo 14 NASA"".",Welsh
4150,Food,(X (X) (X (X) (X))),mixed,"[<S> Beef kway teow <P> region <O> Singapore, <S> Beef kway teow <P> country <O> ""Singapore and Indonesia"", <S> Singapore <P> language <O> Standard Chinese, <S> Singapore <P> leader <O> Halimah Yacob]","""Kuetiau c'n goвядиной - bwyd a ddarperir yn gyffredinol yn Indonesia. Mae'r un pryd yn cael ei ddarganfod yn Singapore, lle mae Jakob Khalima yn siarad y iaith, a'r iaith a siaradir.",Welsh
9064,Athlete,(X (X) (X) (X (X))),mixed,"[<S> PSV Eindhoven <P> manager <O> Phillip Cocu, <S> Adam Maher <P> club <O> AZ Alkmaar, <S> Adam Maher <P> currentclub <O> PSV Eindhoven, <S> Adam Maher <P> club <O> Netherlands national under-17 football team]","""Mae Adam Maher, a'i clwb yw AZ Alkmaar, yn chwarae ar gyfer tîm pêl-droed cenedlaethol yr Iseldiroedd. Mae'r clwb presennol y mae'n chwarae amdano yn PSV Eindhoven, a'i rheoli gan Phillip Cocu. """,Welsh
1391,City,(X (X)),,"[<S> Alpharetta, Georgia <P> areaTotal <O> 55.4 (square kilometres)]","""Mae ardal gyfanswm Alpharetta, Georgia yn 55.4 sqK"", ""Mae ardal Alpharetta, Georgia yn 55.4 km2"", ""Mae ardal gyfanswm Alpharetta yn Georgia yn 55.4 km2"".",Welsh
898,Food,(X (X)),,[<S> Batchoy <P> ingredient <O> Beef],"""Mae'r gofrestr yn cynnwys y sup bachwy"", ""Mae'r gofrestr yn cynnwys y bachwy"".",Welsh
3564,Artist,(X (X) (X)),sibling,"[<S> Anders Osborne <P> associatedBand/associatedMusicalArtist <O> Theresa Andersson, <S> Anders Osborne <P> associatedBand/associatedMusicalArtist <O> Tab Benoit]","""Mae Anders Osborne yn gysylltiedig â'r artist cerddorol Theresa Andersson a Tab Benoit. """,Welsh
7965,SportsTeam,(X (X (X) (X))),mixed,"[<S> A.C. Lumezzane <P> manager <O> Michele Marcolini, <S> Michele Marcolini <P> club <O> Atalanta B.C., <S> Michele Marcolini <P> club <O> A.C. Chievo Verona]","""Mae Michel Marcolini wedi rheoli AC Lumezzane ac wedi chwarae ar gyfer Atalanta B.C. a AC Chievo Verona"", ""Mae Michel Marcolini wedi bod yn rheolwr AC Lumezzane ac mae ei clwb yn AC Chievo Verona ond mae'n chwarae ar gyfer Atalanta B.C. """,Welsh
4788,MeanOfTransportation,(X (X (X))),chain,"[<S> AIDA Cruises <P> location <O> Rostock, <S> AIDAstella <P> operator <O> AIDA Cruises]","""Mae gweithredwr AIDA Astella yn AIDA Cruises, maent yn lleoli yn Rostock. """", Mae'r llong AIDAstella yn cael ei weithredu gan AIDA Cruises, sydd yn lleoli yn Rostock. """", Mae AIDA Cruises yn Rostock ac yn weithredu'r llong AIDAstella. """,Welsh
3950,Food,(X (X) (X) (X) (X)),sibling,"[<S> Ajoblanco <P> country <O> Spain, <S> Ajoblanco <P> region <O> Andalusia, <S> Ajoblanco <P> alternativeName <O> ""Ajo blanco"", <S> Ajoblanco <P> ingredient <O> Olive oil]","""Ahoblanko o Spain a Andalusia. Mae'n cynnwys olew olew, a enw arall iddo - ahó blanco. """,Welsh
9203,Building,(X (X) (X) (X (X))),mixed,"[<S> Amdavad ni Gufa <P> location <O> Ahmedabad, <S> Amdavad ni Gufa <P> location <O> Gujarat, <S> Amdavad ni Gufa <P> country <O> India, <S> India <P> leader <O> Sumitra Mahajan]","""Mae lleoliad Amdavad ni Gufa yn Ahmedabad, Gujarat, India; mae Sumitra Mahajan yn arweinydd Indiaidd. """", Amdavad ni Gufa yn Ahmedabad, Gujarat, India, gwlad lle mae un o'r arweinwyr yn Sumitra Mahajan. """,Welsh
47,Airport,(X (X)),,"[<S> Afonso Pena International Airport <P> runwayName <O> ""15/33""]","""Mae enw llwybr Lfwrflen Rhyngwladol Afonso Pena yn 15/33."", ""15/33 yw enw llwybr ar y maes awyr Rhyngwladol Afonso Pena."", ""Mae enw llwybr Ar yr Arfael Rhyngwladol Afonso Pena yn ""15/33"".",Welsh
11298,Artist,(X (X) (X) (X) (X) (X)),sibling,"[<S> Anders Osborne <P> associatedBand/associatedMusicalArtist <O> Billy Iuso, <S> Anders Osborne <P> genre <O> Rock music, <S> Anders Osborne <P> associatedBand/associatedMusicalArtist <O> Voice of the Wetlands All-Stars, <S> Anders Osborne <P> activeYearsStartYear <O> 1989, <S> Anders Osborne <P> associatedBand/associatedMusicalArtist <O> Tab Benoit]","""Mae cerddor roc Anders Osborne wedi dechrau perfformio yn 1989. Mae wedi gweithio gyda Tab Benoit ac mae'n gysylltiedig â Billy Iuso a Voice of the Wetlands All-Stars. """,Welsh
2303,MeanOfTransportation,(X (X)),,[<S> Milan <P> saint <O> Ambrose],"""Mae Sant Milan yn Ambrose"".",Welsh
3851,Building,(X (X (X))),chain,"[<S> 103 Colmore Row <P> architect <O> John Madin, <S> John Madin <P> birthPlace <O> Birmingham]","""Dangosodd John Madin, a anwyd yn Birmingham. """",Dangosodd yr archweithiwr John Madin a anwyd yn Birmingham. """",Dangosodd yr archweithiwr John Madin, a anwyd yn Birmingham, 103 Colmore Row. """,Welsh
6068,Artist,(X (X) (X) (X)),sibling,"[<S> Andrew White (musician) <P> associatedBand/associatedMusicalArtist <O> Marry Banilow, <S> Andrew White (musician) <P> associatedBand/associatedMusicalArtist <O> Kaiser Chiefs, <S> Andrew White (musician) <P> activeYearsStartYear <O> 2003]","""Mae Andrew White, a ddechreuodd ei gyrfa gerddorol yn 2003, yn chwarae ar gyfer y band Kaiser Chiefs ac mae'n gysylltiedig â'r artist gerddorol Marry Banilow. """,Welsh
3697,Athlete,(X (X (X))),chain,"[<S> Adam McQuaid <P> draftTeam <O> Columbus Blue Jackets, <S> Columbus Blue Jackets <P> generalManager <O> Jarmo Kekäläinen]","""Mae tîm y draft Adam McQuaid yn y Columbus Blue Jackets, a oedd yn rheolwr cyffredinol ei Jarmo Kekalainen. """,Welsh
4213,City,(X (X (X))),chain,"[<S> Anaheim, California <P> isPartOf <O> Orange County, California, <S> Orange County, California <P> isPartOf <O> Greater Los Angeles Area]","""Anaheim yw rhan o Orange County, California sy'n lleoli yn ardal Los Angeles. ""Anaheim yw ddinas yn Orange County, rhan o ardal Greater Los Angeles, California. ""Anaheim yn Orange County, California sy'n rhan o ardal Greater Los Angeles. """,Welsh
3835,CelestialBody,(X (X) (X) (X) (X)),sibling,"[<S> (66391) 1999 KW4 <P> epoch <O> 2004-07-14, <S> (66391) 1999 KW4 <P> escapeVelocity <O> 0, <S> (66391) 1999 KW4 <P> orbitalPeriod <O> 16244700.0, <S> (66391) 1999 KW4 <P> apoapsis <O> 162164091.8388 (kilometres)]","""Mae gan Asteroid o'r enw (66391) 1999 KW4 cyflymder yr ymyl, cyflymder yr ymyl, 16244700,0 a'i ganolbarth 162164091,8388 kilometrau.",Welsh
3651,Astronaut,(X (X) (X)),sibling,"[<S> Elliot See <P> status <O> ""Deceased"", <S> Elliot See <P> deathPlace <O> St. Louis]","""Mae Elliot See wedi marw yn St. Louis"", ""Mae Elliot See wedi marw yn St. Louis"", ""Mae Elliot See wedi marw ac wedi marw yn St. Louis"".",Welsh
3266,SportsTeam,(X (X (X) (X))),mixed,"[<S> A.S. Livorno Calcio <P> manager <O> Christian Panucci, <S> Christian Panucci <P> club <O> A.S. Roma, <S> Christian Panucci <P> club <O> Italy national football team]","""Christián Panucci, cyn chwaraewr tîm Italia ar gyfer pêl-droed, bellach yn chwarae ar gyfer FK Roma, ac yn rheoli ""Livorno""."", ""SA ""Livorno"" yn cael ei reoli gan Cristian Panucci, sy'n byw yn FK Roma, ac yn chwarae ar gyfer tîm Italia ar gyfer pêl-droed.",Welsh
8406,Airport,(X (X (X) (X (X)))),mixed,"[<S> Aarhus Airport <P> location <O> Tirstrup, <S> Tirstrup <P> country <O> Denmark, <S> Denmark <P> language <O> Greenlandic language, <S> Tirstrup <P> isPartOf <O> Central Denmark Region]","""Mae'r iaith Groenlandic yn cael ei siarad yn y Ddanmwy lle mae maes awyr Aarhus yn Tirstrup, rhan o rhan o ardal y Canol Ddanmwy. """", Mae maes awyr Aarhus yn Tirstrup, Ddanmwy, lle maent yn siarad y iaith Groenlandic. Mae Tirstrup yn y Canol Ddanmwy. ""Mae maes awyr Aarhus yn cael ei leoli yn rhan o ardal y Canol Ddanmwy Tirstrup, Ddanmwy lle caiff y Gymraeg Groenlandic ei siarad"".",Welsh
9051,Athlete,(X (X) (X (X) (X))),mixed,"[<S> FC Torpedo Moscow <P> season <O> 2014–15 Russian Premier League, <S> Aleksandr Chumakov <P> club <O> FC Torpedo Moscow, <S> Aleksandr Chumakov <P> club <O> Soviet Union national football team, <S> FC Torpedo Moscow <P> chairman <O> Aleksandr Tukmanov]","""Roedd Alexander Chumakov yn chwarae gyda FC Torpedo Moscow, rhan o'r clwb pêl-droed cenedlaethol yr Undeb Sofietaidd a oedd yn arweinydd Alexander Tukmanov. Roedd y clwb hwnnw yn rhan o'r Llys Cyntaf Rwsia 2014-2015. """,Welsh
5354,SportsTeam,(X (X) (X)),sibling,"[<S> A.S. Roma <P> numberOfMembers <O> 70634, <S> A.S. Roma <P> ground <O> Rome]","""Mae gan AS Roma 70634 o aelodau ac mae eu safle yn Rhufein. "" ""Mae gan AS Roma safle yn Rhufein ac mae gan AS Roma 70634 o aelodau. """,Welsh
978,Food,(X (X)),,[<S> Malaysia <P> capital <O> Kuala Lumpur],"""Stolica Malaysia - Kuala Lumpur"", ""Kuala-Lumpur - prifddinas Malaysia"", ""Kuala-Lumpur - prifddinas Malaysia"".",Welsh
5182,Politician,(X (X) (X)),sibling,"[<S> Alfons Gorbach <P> birthPlace <O> Austria-Hungary, <S> Alfons Gorbach <P> birthPlace <O> Imst]","""Gwydwyd Alfons Gorbach yn Imst, yn Awstria-Hongreg. "" ""Gwydref Alfons Gorbach yn Imst, yn Awstria-Hongreg. "" ""Gwyd Alfons Gorbach yn Imst yn Awstria-Hongreg. """,Welsh
13023,University,(X (X) (X) (X) (X) (X) (X)),sibling,"[<S> School of Business and Social Sciences at the Aarhus University <P> academicStaffSize <O> 737, <S> School of Business and Social Sciences at the Aarhus University <P> affiliation <O> European University Association, <S> School of Business and Social Sciences at the Aarhus University <P> dean <O> ""Thomas Pallesen"", <S> School of Business and Social Sciences at the Aarhus University <P> numberOfStudents <O> 16000, <S> School of Business and Social Sciences at the Aarhus University <P> country <O> Denmark, <S> School of Business and Social Sciences at the Aarhus University <P> established <O> 1928]","""Dyrngwyd Ysgol Busnes a Gwyddorau Cymdeithasol ym Mhrifysgol Aarhus yn Ddanemark ym 1928 ac mae'n gysylltiedig â Gymdeithas Brifysgol Ewrop. Mae ganddo 737 o staff academaidd a 16,000 o fyfyrwyr. Mae ei ddekan yn Thomas Pallesen. """,Welsh
816,Athlete,(X (X)),,[<S> Aleksandre Guruli <P> club <O> Olympique Lyonnais],"""Mae clwb Aleksandre Guruli yn Olympique Lyonnais. """,Welsh
5128,Politician,(X (X (X))),chain,"[<S> Agnes Kant <P> nationality <O> Netherlands, <S> Netherlands <P> leader <O> Mark Rutte]","""Mae Agnes Kant yn dod o'r Iseldiroedd, y mae'r arweinydd ohono, yn Mark Rutte. "" ""Mae'r Iseldiroedd yn cael ei arwain gan Mark Rutte ac mae'r cartref i Agnes Kant cenedlaethol. "" ""Mae Agnes Kant yn genedlaetholwr o'r Iseldiroedd, lle mae Mark Rutte yn arweinydd"".",Welsh
101,Airport,(X (X)),,"[<S> Alpena County Regional Airport <P> owner <O> Alpena County, Michigan]","""Mae perchennog Aerfoedd Rhanbarthol Sir Alpena yn Sir Alpena, Michigan. """", Mae perchennog Sir Alpena, Michigan yn perchennog Aerfoedd Rhanbarthol Sir Alpena. """", Mae perchennog Aerfoedd Rhanbarthol Sir Alpena yn Sir Alpena, Michigan. """,Welsh
1445,Airport,(X (X) (X)),sibling,"[<S> Antwerp International Airport <P> runwayLength <O> 600.0, <S> Antwerp International Airport <P> operatingOrganisation <O> ""Flemish department of Mobility and Public Works""]","""Mae Aerfoad Rhyngwladol Antwerpen yn cael ei weithredu gan Rheolaeth Flamand i Gweithgareddau Trafnidiaeth a Gweithgareddau Cymunedol; mae ei hir y llwybr awyrennaeth yn 600."", ""Mae Rheolaeth Trafnidiaeth a Gweithgareddau Cymunedol Flamand yn weithredwr Aerfoad Rhyngwladol Antwerpen, sydd â hyd y llwybr awyrennaeth yn 600.0,"" ""Mae Aerfoad Rhyngwladol Antwerpen yn cael ei hyd y llwybr awyrennaeth yn 600.0 ac yn cael ei reoli gan",Welsh
1106,SportsTeam,(X (X)),,[<S> A.S. Livorno Calcio <P> season <O> 2014–15 Serie B],"""Livorno chwaraeodd yn y tymor 2014-15 yn Seri B."", ""Livorno oedd yn y tymor 2014 yn y seri B."", ""Football club Livorno chwaraeodd yn y seri B yn y tymor 2014/2015.""",Welsh
